vector_id,label,vector_path,image_id,object_id
b2863b9e-add3-4640-9f2d-60cde6e7d97d,39,/home/azureuser/capstone/embeddings/b2863b9e-add3-4640-9f2d-60cde6e7d97d.pt,9,1038967
ed58c961-bdea-4dfc-8345-bd0b378589d8,45,/home/azureuser/capstone/embeddings/ed58c961-bdea-4dfc-8345-bd0b378589d8.pt,9,1039564
16c534f5-14cd-4136-9a65-c4f589398551,50,/home/azureuser/capstone/embeddings/16c534f5-14cd-4136-9a65-c4f589398551.pt,9,1058555
78f6a650-1c82-4ffc-9905-ac7091661b4b,8,/home/azureuser/capstone/embeddings/78f6a650-1c82-4ffc-9905-ac7091661b4b.pt,9,1534147
ebafb319-68fc-4ff7-91e8-27abad841d46,49,/home/azureuser/capstone/embeddings/ebafb319-68fc-4ff7-91e8-27abad841d46.pt,9,1913551
921cc93a-a1da-42bf-b690-2e2484a94eee,49,/home/azureuser/capstone/embeddings/921cc93a-a1da-42bf-b690-2e2484a94eee.pt,9,1913746
8aa05157-5dae-458e-8db4-7d507f7917bf,49,/home/azureuser/capstone/embeddings/8aa05157-5dae-458e-8db4-7d507f7917bf.pt,9,1913856
8e65cbd6-c391-4105-a8ae-57e2bd64c6e7,49,/home/azureuser/capstone/embeddings/8e65cbd6-c391-4105-a8ae-57e2bd64c6e7.pt,9,1914001
79364a40-679a-42a3-8d4b-ac7e70a64b65,40,/home/azureuser/capstone/embeddings/79364a40-679a-42a3-8d4b-ac7e70a64b65.pt,25,598548
4674f125-6886-406d-90d2-fa483903f77f,23,/home/azureuser/capstone/embeddings/4674f125-6886-406d-90d2-fa483903f77f.pt,25,599491
252aa67e-6c74-4491-bcbc-f3db55bc83fa,58,/home/azureuser/capstone/embeddings/252aa67e-6c74-4491-bcbc-f3db55bc83fa.pt,30,291613
5d9a725b-68fa-487b-a0c4-bebf05e57136,75,/home/azureuser/capstone/embeddings/5d9a725b-68fa-487b-a0c4-bebf05e57136.pt,30,1155486
2a716d13-af39-4b58-ab13-db2cbc56eff0,22,/home/azureuser/capstone/embeddings/2a716d13-af39-4b58-ab13-db2cbc56eff0.pt,34,589229
28a53bd8-7cc4-40bb-81c1-c0aee9af5bd3,25,/home/azureuser/capstone/embeddings/28a53bd8-7cc4-40bb-81c1-c0aee9af5bd3.pt,36,284996
3868d2c1-4c5d-4223-ae29-a308719b3dec,55,/home/azureuser/capstone/embeddings/3868d2c1-4c5d-4223-ae29-a308719b3dec.pt,36,453991
e206c59c-fa25-4bb2-a8f5-2f3e39c465a6,16,/home/azureuser/capstone/embeddings/e206c59c-fa25-4bb2-a8f5-2f3e39c465a6.pt,42,1817255
780b6a86-6efe-413b-8494-9c2106e9a510,17,/home/azureuser/capstone/embeddings/780b6a86-6efe-413b-8494-9c2106e9a510.pt,49,56407
706f6a9c-6f0e-4813-9175-fe26788b1559,17,/home/azureuser/capstone/embeddings/706f6a9c-6f0e-4813-9175-fe26788b1559.pt,49,58884
5c920b08-1c51-47a5-a410-b335ce2d9d59,0,/home/azureuser/capstone/embeddings/5c920b08-1c51-47a5-a410-b335ce2d9d59.pt,49,198565
dcdddca0-384a-4248-a7db-2ce0bb5ec34f,0,/home/azureuser/capstone/embeddings/dcdddca0-384a-4248-a7db-2ce0bb5ec34f.pt,49,254537
10291729-dd98-4819-a28e-ba9d037bc151,0,/home/azureuser/capstone/embeddings/10291729-dd98-4819-a28e-ba9d037bc151.pt,49,1211660
29ad0bcd-60fe-412a-b42e-eed954be9bed,58,/home/azureuser/capstone/embeddings/29ad0bcd-60fe-412a-b42e-eed954be9bed.pt,49,1609247
a1f2dd6f-5ee0-4233-bfc9-27d81076bdf1,0,/home/azureuser/capstone/embeddings/a1f2dd6f-5ee0-4233-bfc9-27d81076bdf1.pt,49,2007474
b1e1bd39-3a7e-4ab6-a281-b12ff29794f0,35,/home/azureuser/capstone/embeddings/b1e1bd39-3a7e-4ab6-a281-b12ff29794f0.pt,49,2010752
42c468c2-dd06-4fe3-badd-e75b62c9c6f1,0,/home/azureuser/capstone/embeddings/42c468c2-dd06-4fe3-badd-e75b62c9c6f1.pt,49,2160632
7ceea011-eedd-4b6e-b984-c75d1a9fa175,0,/home/azureuser/capstone/embeddings/7ceea011-eedd-4b6e-b984-c75d1a9fa175.pt,61,434050
8e25cceb-8021-46bd-b131-1d144d9bc26d,0,/home/azureuser/capstone/embeddings/8e25cceb-8021-46bd-b131-1d144d9bc26d.pt,61,555226
88742075-aab8-4923-8757-566a98e7930c,20,/home/azureuser/capstone/embeddings/88742075-aab8-4923-8757-566a98e7930c.pt,61,580815
243de363-e2cc-48e0-89a7-d7ed8be04afd,20,/home/azureuser/capstone/embeddings/243de363-e2cc-48e0-89a7-d7ed8be04afd.pt,61,1821181
0c1691f9-3fd0-4509-9ada-88248bd7f5f0,66,/home/azureuser/capstone/embeddings/0c1691f9-3fd0-4509-9ada-88248bd7f5f0.pt,61,2012396
fda88030-d817-4d1b-ae4c-0617d205dbf1,2,/home/azureuser/capstone/embeddings/fda88030-d817-4d1b-ae4c-0617d205dbf1.pt,64,350246
15dac0ed-2ddc-4638-8ac2-55fe60cf58fc,44,/home/azureuser/capstone/embeddings/15dac0ed-2ddc-4638-8ac2-55fe60cf58fc.pt,64,1367656
7e0322cc-6021-441f-9a1b-4cc8f7663a3e,11,/home/azureuser/capstone/embeddings/7e0322cc-6021-441f-9a1b-4cc8f7663a3e.pt,64,1389088
c307fd05-245c-434c-b790-d7b080b7db9d,26,/home/azureuser/capstone/embeddings/c307fd05-245c-434c-b790-d7b080b7db9d.pt,64,2197111
74086675-d805-45d6-a6dc-ba4e18c3092b,2,/home/azureuser/capstone/embeddings/74086675-d805-45d6-a6dc-ba4e18c3092b.pt,71,141916
5f0bfad4-9b0b-42a9-9d4b-7657b545d689,71,/home/azureuser/capstone/embeddings/5f0bfad4-9b0b-42a9-9d4b-7657b545d689.pt,71,142392
9f2b4313-e21d-4a73-818d-931f268fa109,26,/home/azureuser/capstone/embeddings/9f2b4313-e21d-4a73-818d-931f268fa109.pt,71,147406
18ae533f-3897-4242-801c-0a5671be2989,2,/home/azureuser/capstone/embeddings/18ae533f-3897-4242-801c-0a5671be2989.pt,71,147450
b4d0122f-e23c-4202-9c02-bacb1038bfe0,6,/home/azureuser/capstone/embeddings/b4d0122f-e23c-4202-9c02-bacb1038bfe0.pt,71,171147
724d82c5-e55d-4b0c-8695-1ff182336589,30,/home/azureuser/capstone/embeddings/724d82c5-e55d-4b0c-8695-1ff182336589.pt,71,243806
7210c9d9-f486-4805-8c5d-16b8c502120a,2,/home/azureuser/capstone/embeddings/7210c9d9-f486-4805-8c5d-16b8c502120a.pt,71,1341891
3b7e9156-2a75-4c9c-98c4-ab673f98d2e4,7,/home/azureuser/capstone/embeddings/3b7e9156-2a75-4c9c-98c4-ab673f98d2e4.pt,71,1370425
5d5225f0-624f-42f3-b670-3b2ef85fd6e7,7,/home/azureuser/capstone/embeddings/5d5225f0-624f-42f3-b670-3b2ef85fd6e7.pt,71,1373584
30fa82a0-7c41-4791-b2e1-4cfaafde8ae1,2,/home/azureuser/capstone/embeddings/30fa82a0-7c41-4791-b2e1-4cfaafde8ae1.pt,71,1775392
e19e10c0-99ea-41a1-8972-f7a2e493aed6,2,/home/azureuser/capstone/embeddings/e19e10c0-99ea-41a1-8972-f7a2e493aed6.pt,71,1775823
a3019068-2d37-49ef-800a-3b06f74b5bac,2,/home/azureuser/capstone/embeddings/a3019068-2d37-49ef-800a-3b06f74b5bac.pt,71,1779188
