index,original_label,new_label,reason
9953,0,3,random
3850,0,77,random
4962,2,39,random
3886,8,20,random
5437,11,36,random
8517,1,13,random
2041,2,9,random
1989,0,10,random
1933,3,7,random
9984,55,57,random
8418,57,63,random
2418,0,9,random
6811,5,19,random
1217,56,3,random
6978,56,69,random
6111,41,7,random
7865,0,58,random
7781,26,10,random
7775,46,24,random
7039,54,41,random
7673,67,56,random
2907,38,4,random
1266,25,38,random
2370,27,18,random
3092,4,18,random
130,6,66,random
1988,15,25,random
7877,2,4,random
6450,45,37,random
6880,54,64,random
1768,8,74,random
9059,39,41,random
5512,40,13,random
6343,20,39,random
6702,43,34,random
574,6,45,random
6426,10,49,random
1520,28,6,random
9887,60,28,random
1958,24,10,random
4487,0,27,random
859,28,45,random
2874,0,58,random
8594,0,69,random
9725,67,6,random
3265,14,69,random
3727,43,49,random
8738,0,46,random
4437,0,66,random
3304,0,54,random
8133,54,18,random
8460,32,25,random
3059,32,6,random
1764,60,6,random
7565,44,3,random
4687,0,58,random
9781,0,32,random
4161,20,26,random
806,0,60,random
8074,75,9,random
286,56,12,random
5131,0,49,random
7922,0,5,random
2856,56,46,random
4061,24,34,random
4049,2,38,random
6391,56,10,random
5194,0,64,random
2159,55,22,random
3588,0,22,random
254,0,25,random
4543,0,7,random
5287,33,56,random
8628,7,71,random
1125,0,13,random
9014,27,59,random
1321,33,9,random
4146,0,66,random
9091,38,2,random
4360,34,44,random
5993,0,5,random
5063,2,6,random
7344,0,51,random
7437,18,54,random
5563,0,42,random
2116,0,15,random
2023,60,50,random
9112,2,79,random
7782,50,73,random
7204,9,33,random
222,39,53,random
218,44,5,random
6237,0,27,random
625,24,11,random
4717,0,43,random
4699,56,15,random
3057,10,75,random
1185,43,26,random
3207,6,52,random
9462,0,30,random
6525,0,73,random
4942,0,31,random
7737,9,29,random
6849,0,59,random
6203,0,33,random
5329,2,4,random
6005,4,33,random
5397,56,38,random
2563,75,27,random
619,0,68,random
9727,40,29,random
9073,69,57,random
3554,13,55,random
5966,0,67,random
876,0,56,random
3612,67,51,random
691,18,26,random
6056,0,10,random
2080,62,53,random
9647,25,13,random
1177,67,78,random
4741,0,71,random
1755,0,14,random
7214,41,68,random
1615,0,79,random
5482,62,58,random
7691,73,74,random
6312,58,15,random
8326,73,62,random
7600,13,19,random
6103,67,20,random
9629,0,66,random
941,60,7,random
5265,40,54,random
1289,2,9,random
956,0,33,random
7228,50,51,random
1987,16,41,random
4166,8,37,random
2144,56,42,random
8190,53,3,random
4989,0,37,random
3953,2,59,random
7539,1,49,random
1338,6,34,random
3841,50,69,random
7878,0,78,random
2126,41,27,random
2285,0,40,random
7340,0,22,random
9108,17,30,random
2416,26,76,random
6686,31,43,random
9790,3,50,random
5048,57,5,random
1571,2,70,random
7957,0,19,random
6638,60,21,random
3432,0,54,random
1515,0,33,random
7970,39,42,random
1488,0,28,random
5781,0,28,random
1720,68,76,random
7313,37,21,random
9821,77,21,random
2802,0,79,random
5196,67,44,random
2362,3,8,random
7832,0,3,random
6238,0,46,random
7359,16,55,random
9939,40,66,random
793,73,59,random
1572,10,52,random
1315,46,56,random
8477,0,13,random
1094,32,77,random
8900,48,38,random
1986,33,12,random
7091,56,10,random
6872,25,11,random
2438,56,46,random
1967,2,57,random
9013,27,63,random
4268,24,70,random
8897,32,79,random
1868,26,18,random
7531,0,18,random
5919,26,56,random
6565,60,65,random
3832,19,58,random
2227,56,59,random
4106,0,49,random
4228,0,22,random
4232,40,77,random
6936,0,44,random
8415,2,43,random
7759,9,76,random
9541,56,21,random
4659,0,66,random
6711,9,5,random
4363,5,76,random
1264,74,15,random
2134,67,5,random
6419,14,79,random
9857,19,28,random
6159,0,39,random
4560,0,59,random
1873,28,6,random
1890,2,16,random
685,9,67,random
1820,54,10,random
1946,59,20,random
6142,56,24,random
5769,39,77,random
5680,3,13,random
9759,2,74,random
6260,27,54,random
5220,0,21,random
2795,53,34,random
2487,53,3,random
5174,75,61,random
6529,57,73,random
9492,29,62,random
4211,57,60,random
5892,37,45,random
260,62,35,random
1883,54,64,random
2550,54,64,random
9453,0,79,random
1410,39,9,random
1859,60,31,random
3842,0,41,random
830,48,71,random
3632,9,15,random
2706,60,15,random
5809,18,24,random
7504,54,25,random
5692,56,31,random
5134,0,13,random
1729,57,4,random
2649,0,4,random
278,20,45,random
8295,9,31,random
7012,5,66,random
9052,32,21,random
1893,35,36,random
5847,0,65,random
5635,0,10,random
6973,26,43,random
4544,0,13,random
7095,56,57,random
3883,0,78,random
5027,46,76,random
7772,73,14,random
1545,55,70,random
825,0,21,random
594,33,10,random
1546,9,7,random
8058,0,31,random
4854,76,47,random
4351,2,34,random
8714,9,3,random
128,0,4,random
7506,36,55,random
4311,0,78,random
3675,14,39,random
7352,16,65,random
8676,9,52,random
3086,44,66,random
1732,0,55,random
674,2,20,random
9648,14,2,random
274,0,54,random
9789,43,64,random
7023,15,40,random
7251,64,46,random
8516,0,41,random
9691,0,59,random
2354,0,10,random
1170,0,6,random
1939,0,16,random
5929,55,73,random
1225,39,77,random
1912,39,15,random
4036,39,21,random
2733,3,34,random
2090,28,12,random
4519,59,53,random
8787,0,49,random
7881,0,76,random
4327,57,43,random
2707,41,33,random
112,24,34,random
6487,0,20,random
3704,3,34,random
8150,23,43,random
3068,25,78,random
550,0,74,random
6568,41,10,random
5143,39,20,random
4642,43,75,random
2333,0,62,random
7718,40,42,random
229,36,14,random
4804,0,26,random
473,15,61,random
3014,24,78,random
3491,74,17,random
4571,0,1,random
5183,2,72,random
9530,48,38,random
4993,7,0,random
2963,17,53,random
8348,39,1,random
2098,13,24,random
6722,6,17,random
234,0,20,random
6077,64,54,random
589,2,4,random
994,37,72,random
3169,2,44,random
3864,0,42,random
9381,41,14,random
9317,42,10,random
6868,9,29,random
712,8,27,random
7561,56,65,random
2987,0,39,random
9060,68,43,random
8527,10,68,random
3195,0,19,random
8299,0,37,random
6996,0,39,random
6309,25,77,random
4289,33,79,random
931,58,49,random
1475,54,4,random
9818,46,36,random
3707,7,48,random
2355,0,41,random
7510,56,65,random
8500,40,76,random
2512,41,51,random
8043,13,20,random
4634,0,69,random
587,2,37,random
1685,2,52,random
1049,15,10,random
3801,2,52,random
6781,0,14,random
9280,56,25,random
3001,7,20,random
6207,56,74,random
1435,45,12,random
3732,32,10,random
6008,0,14,random
9165,50,75,random
7532,2,79,random
4432,0,27,random
9270,0,79,random
3123,19,65,random
6888,39,51,random
3948,22,30,random
975,59,62,random
5615,2,45,random
1718,0,17,random
2582,0,57,random
43,2,51,random
7752,2,31,random
372,0,7,random
3521,4,15,random
9653,0,63,random
1165,9,72,random
397,32,71,random
8027,55,26,random
6910,13,31,random
6011,8,51,random
1312,0,2,random
7465,46,38,random
8183,67,71,random
9176,0,67,random
3262,58,74,random
2106,49,57,random
4076,60,25,random
9055,24,23,random
6799,9,74,random
7374,1,8,random
4534,0,63,random
2053,73,65,random
9168,2,70,random
2973,67,47,random
2305,76,66,random
2040,63,57,random
6116,56,8,random
7138,52,17,random
9883,65,41,random
6138,0,69,random
8814,0,16,random
99,8,21,random
1167,33,2,random
600,0,36,random
3335,9,22,random
307,0,48,random
9803,65,48,random
5468,28,45,random
8796,0,63,random
459,56,50,random
5527,2,29,random
4645,51,72,random
9480,0,12,random
4428,14,41,random
8287,38,53,random
8129,39,41,random
6243,9,40,random
3475,39,74,random
6218,41,56,random
8723,16,24,random
8605,22,66,random
9437,73,39,random
4084,32,30,random
2701,0,59,random
7441,0,14,random
7067,5,13,random
2051,0,63,random
1936,30,7,random
6730,0,38,random
4503,56,25,random
1937,9,75,random
5508,35,76,random
8146,37,73,random
6889,0,50,random
5937,73,58,random
939,26,71,random
7209,2,67,random
6673,0,41,random
8606,23,37,random
7370,26,48,random
8732,20,17,random
8266,40,66,random
4429,2,76,random
7005,45,43,random
5262,0,61,random
408,14,73,random
4883,4,51,random
3618,42,24,random
2661,73,14,random
4053,0,23,random
7587,45,28,random
3568,0,46,random
5506,3,37,random
4427,39,79,random
1396,0,29,random
9928,0,47,random
2282,50,15,random
2666,0,71,random
4621,43,37,random
3439,69,30,random
8032,0,76,random
5881,45,11,random
2598,52,20,random
5606,8,73,random
4991,45,44,random
7400,9,3,random
3393,0,31,random
7921,0,63,random
32,50,77,random
1620,0,44,random
1562,0,71,random
4956,69,16,random
8755,0,3,random
1583,0,55,random
8067,3,24,random
8349,0,2,random
763,0,23,random
484,29,10,random
2620,2,33,random
9230,0,15,random
2185,73,33,random
8581,0,76,random
5753,39,67,random
9590,25,37,random
8682,20,37,random
988,46,26,random
858,26,59,random
8801,68,53,random
4620,56,39,random
4192,65,33,random
6834,9,27,random
4953,22,66,random
9977,0,30,random
394,0,31,random
5921,0,38,random
6097,0,3,random
8361,33,23,random
7956,0,24,random
342,0,55,random
2780,24,65,random
7646,0,38,random
6233,72,46,random
5525,5,76,random
3804,73,9,random
4507,0,9,random
6819,0,69,random
9632,33,53,random
3312,23,59,random
2624,0,49,random
1544,60,14,random
8397,33,7,random
3476,0,6,random
7398,19,36,random
5830,3,42,random
5123,39,48,random
3851,63,64,random
5604,0,4,random
4614,8,71,random
781,51,40,random
7262,23,42,random
9513,0,42,random
2992,5,19,random
6057,23,33,random
9241,28,27,random
3382,3,36,random
2958,51,61,random
3839,14,68,random
7432,0,12,random
8503,38,44,random
1358,27,12,random
9929,13,64,random
2539,0,21,random
6863,66,62,random
7784,0,71,random
2488,14,13,random
9674,0,19,random
9601,18,25,random
8771,0,8,random
3633,62,12,random
2320,0,29,random
6845,0,57,random
308,0,32,random
921,0,53,random
5725,41,78,random
659,1,34,random
4862,73,71,random
6491,0,23,random
7886,0,66,random
2336,0,66,random
28,0,72,random
7129,41,31,random
8115,39,30,random
1297,73,24,random
2854,0,15,random
8497,40,47,random
6446,73,59,random
3862,0,32,random
8167,0,54,random
2217,0,45,random
6197,34,43,random
5414,16,31,random
4900,2,48,random
7252,30,71,random
6913,55,70,random
1990,56,17,random
5946,0,55,random
4331,67,51,random
3370,0,30,random
4177,53,10,random
2243,41,27,random
2373,30,41,random
3388,25,60,random
3556,0,56,random
9701,8,30,random
1070,0,32,random
1380,0,29,random
3597,2,62,random
9397,2,58,random
597,49,22,random
4963,73,44,random
1308,0,79,random
3881,49,42,random
7909,7,44,random
5655,0,62,random
108,0,48,random
4364,54,58,random
891,56,33,random
552,0,37,random
1085,13,74,random
8587,59,49,random
3807,39,66,random
3755,41,11,random
1404,41,47,random
3419,45,48,random
3722,4,68,random
3227,32,79,random
2165,56,48,random
834,0,1,random
7657,73,8,random
8625,39,43,random
4337,20,70,random
7670,60,65,random
3628,26,37,random
1910,8,63,random
8476,0,53,random
1892,33,69,random
4270,0,77,random
4281,4,11,random
4209,67,46,random
9219,0,38,random
5228,0,36,random
6022,2,65,random
5601,58,34,random
8608,0,48,random
4904,0,62,random
4530,60,27,random
1432,51,0,random
4640,49,70,random
9591,26,69,random
3798,6,42,random
1262,0,30,random
9511,18,42,random
7689,19,63,random
9979,54,36,random
136,74,58,random
6753,8,53,random
3720,57,77,random
67,74,40,random
6575,19,27,random
2978,5,75,random
324,38,63,random
7542,1,12,random
6367,51,41,random
6821,30,0,random
6611,0,62,random
4520,0,70,random
1104,56,6,random
7827,60,30,random
1956,0,55,random
6974,60,39,random
8315,77,46,random
526,23,78,random
4203,63,37,random
3272,0,49,random
1091,24,27,random
2452,27,3,random
820,0,48,random
3836,41,0,random
2293,31,71,random
2206,0,46,random
6480,0,4,random
7105,73,0,random
1117,79,54,random
2545,0,5,random
6751,73,45,random
8105,0,47,random
4362,0,73,random
1822,0,47,random
9905,47,3,random
9998,2,23,random
2899,32,47,random
9375,26,15,random
676,26,40,random
2653,0,58,random
9538,23,72,random
7518,27,68,random
4494,27,53,random
5008,37,52,random
881,44,17,random
6896,1,68,random
8464,58,19,random
9810,39,57,random
220,3,35,random
9067,56,5,random
736,18,33,random
82,0,35,random
5385,32,73,random
783,55,18,random
2430,73,13,random
45,0,6,random
2573,0,6,random
2979,58,29,random
2911,1,33,random
3353,0,31,random
4954,2,66,random
2257,0,57,random
4522,0,73,random
6785,67,12,random
6731,22,35,random
1172,0,16,random
7935,7,9,random
1840,36,24,random
6267,73,21,random
2445,0,13,random
7445,43,26,random
1806,47,78,random
4809,4,76,random
4908,38,72,random
9519,1,9,random
5868,0,59,random
7273,45,2,random
1024,0,17,random
1961,14,70,random
5540,0,19,random
7419,0,68,random
1646,39,76,random
3249,18,13,random
7733,8,74,random
804,74,22,random
2489,9,72,random
9325,61,23,random
8858,42,25,random
8551,2,4,random
5000,0,2,random
8410,25,54,random
9518,75,10,random
8651,56,21,random
3840,14,18,random
6402,13,70,random
9321,39,66,random
4951,27,39,random
6,54,16,random
6355,43,10,random
8072,67,18,random
6584,1,47,random
3979,45,28,random
1947,30,55,random
4856,39,79,random
662,79,44,random
7381,0,65,random
2619,30,26,random
159,58,76,random
2093,0,19,random
98,4,17,random
929,0,73,random
5793,0,41,random
4579,0,55,random
8145,31,52,random
8859,56,4,random
4388,18,32,random
7659,55,14,random
2900,35,73,random
4950,45,0,random
6891,33,44,random
3770,60,61,random
7734,1,71,random
9222,0,15,random
7841,54,34,random
8564,73,8,random
6301,45,28,random
2140,38,36,random
3077,1,79,random
5151,0,6,random
4264,44,29,random
5392,20,11,random
5660,0,15,random
2209,0,57,random
582,50,19,random
2857,41,2,random
1898,0,55,random
9464,58,60,random
7301,0,30,random
1233,2,7,random
147,0,73,random
5112,6,1,random
3472,0,46,random
7402,15,43,random
2739,50,4,random
7682,15,56,random
337,9,76,random
1038,23,29,random
6990,58,70,random
6128,3,56,random
2385,67,20,random
8870,0,42,random
259,54,35,random
4267,64,77,random
3931,51,32,random
7501,60,4,random
1273,0,78,random
4649,41,76,random
6399,4,41,random
7707,62,26,random
9932,39,30,random
2263,0,76,random
7923,45,40,random
6593,0,65,random
7593,8,7,random
8374,45,53,random
9236,73,65,random
6721,41,55,random
3733,21,54,random
5360,14,70,random
288,9,60,random
5647,7,59,random
2414,0,61,random
6382,0,9,random
4758,6,25,random
9042,39,57,random
2652,2,31,random
40,2,60,random
5738,0,77,random
8804,58,9,random
4266,63,44,random
3065,2,56,random
5799,0,68,random
6083,56,61,random
7840,35,37,random
2314,73,24,random
2078,26,15,random
6248,18,41,random
4137,30,73,random
6344,13,24,random
895,56,8,random
961,41,21,random
3028,0,71,random
4894,56,38,random
9139,0,21,random
4781,26,32,random
9729,73,31,random
6208,0,63,random
428,51,32,random
1260,47,68,random
2640,2,79,random
3358,0,34,random
8836,55,70,random
9475,9,18,random
4532,0,78,random
7477,41,75,random
6070,40,46,random
3980,14,6,random
7838,2,30,random
3192,5,49,random
3418,38,61,random
6920,0,20,random
6815,66,9,random
7526,18,55,random
2646,17,63,random
695,49,26,random
1925,0,74,random
1537,9,44,random
575,3,9,random
5044,32,66,random
7161,0,46,random
4591,0,22,random
3835,39,60,random
5328,2,70,random
9937,73,12,random
2028,55,17,random
2883,2,8,random
616,0,63,random
6855,37,46,random
3505,10,17,random
2941,27,29,random
3017,2,35,random
5756,0,47,random
6999,2,76,random
7172,39,55,random
4141,56,16,random
6912,19,73,random
5930,59,52,random
4966,58,36,random
1540,1,18,random
7530,74,70,random
954,16,45,random
9000,73,43,random
2711,0,62,random
913,19,38,random
6115,2,27,random
964,59,60,random
1073,0,48,random
2793,57,35,random
9220,71,60,random
209,41,59,random
1288,2,48,random
2397,0,35,random
6120,0,25,random
6214,56,22,random
8364,0,23,random
5961,0,5,random
4322,43,22,random
2720,73,14,random
2237,0,16,random
9075,14,53,random
5718,0,2,random
3990,8,36,random
1005,2,20,random
1600,40,35,random
9202,59,60,random
437,9,10,random
215,8,76,random
1589,38,58,random
9377,73,24,random
7851,26,38,random
9086,57,26,random
1462,77,54,random
4668,0,43,random
5755,0,27,random
3824,69,66,random
6368,51,48,random
5197,39,61,random
79,63,12,random
6204,58,22,random
3897,66,36,random
7825,48,9,random
9981,0,62,random
6899,0,49,random
4178,0,75,random
6345,15,26,random
1300,7,5,random
4738,39,79,random
6411,40,36,random
4511,0,15,random
509,0,47,random
4869,8,18,random
6646,39,71,random
1011,0,68,random
2039,16,36,random
6195,34,74,random
4613,45,12,random
2820,73,68,random
9734,0,65,random
146,2,37,random
778,66,54,random
9229,0,62,random
8928,58,59,random
1522,56,66,random
9356,9,69,random
1183,0,35,random
9101,58,4,random
4080,56,38,random
6916,28,37,random
1930,0,27,random
7543,0,21,random
9620,2,12,random
6454,56,69,random
7473,0,40,random
8062,5,57,random
1723,0,24,random
8356,74,51,random
923,0,70,random
5076,0,26,random
8135,0,6,random
946,60,4,random
725,13,6,random
391,2,1,random
6303,58,47,random
5330,56,24,random
1122,69,1,random
7014,25,67,random
8806,0,22,random
7160,0,72,random
1163,60,2,random
8029,0,55,random
4186,0,4,random
4631,25,22,random
911,7,59,random
3796,39,28,random
457,0,54,random
1060,74,57,random
728,0,35,random
4247,42,64,random
2567,17,14,random
1608,0,14,random
6292,53,20,random
4320,44,18,random
1735,56,31,random
9868,33,24,random
9954,0,65,random
6001,37,3,random
9489,0,70,random
8053,38,4,random
6253,0,58,random
6160,37,1,random
639,18,47,random
3289,8,56,random
3688,33,12,random
2133,26,41,random
4038,2,42,random
1804,0,59,random
6295,22,40,random
4477,41,77,random
8515,41,56,random
689,56,46,random
7223,56,68,random
7107,5,61,random
1740,13,30,random
8430,57,44,random
5340,38,48,random
3714,9,64,random
4582,15,29,random
9859,55,41,random
2989,0,20,random
3735,26,53,random
5245,0,37,random
1797,0,47,random
2934,33,73,random
7312,8,73,random
3773,6,62,random
4761,9,56,random
851,56,22,random
